min_quantity,max_quantity,price
,,5.92
,,3.26
,,2.4
,,50.9
,,12.32
,,11.0
,,3.6
,,6.8
,,10.8
,,9.0
,,9.99
,,3.5
,,26.5
,,1.25
,,3.13
,,10.0
,,4.35
,,1.79
,,6.01
,,9.61
,,4.4
,,6.35
,,3.5
,,19.8
,,8.1
,,11.9
,,9.72
,,6.99
,,16.3
,,17.11
,,4.9
,,3.8
,,3.5
,,1.35
,,7.65
,,8.8
,,3.68
,,2.55
,,1.62
,,1.6
,,4.61
,,3.9
,,9.19
,,5.8
,,22.0
,,1.89
,,2.59
,,8.99
,,6.98
,,1.45
,,3.25
,,10.95
,,8.2
,,2.2
,,2.13
,,1.79
,,2.79
,,4.99
,,1.45
,,8.79
,,2.68
,,7.1
,,1.73
,,2.82
,,2.99
,,15.59
,,2.05
,,3.3
,,2.6
,,8.11
,,3.0
,,12.88
,,14.33
,,6.98
,,6.9
,,13.99
,,55.0
,,2.37
,,12.45
,,3.97
,,13.0
,,3.25
,,2.1
,,13.0
,,2.67
,,2.36
,,2.19
,,13.0
,,1.45
,,9.99
,,9.99
,,12.88
,,12.2
,,7.02
,,3.8
,,12.0
,,11.95
,,2.6
,,10.0
,,7.5
,,7.06
,,4.99
,,3.2
,,2.5
,,4.86
,,7.99
,,2.55
,,3.61
,,1.78
,,3.65
,,4.25
,,2.0
,,6.75
,,5.14
,,10.99
,,7.15
,,5.2
,,4.79
,,8.5
,,12.09
,,3.95
,,4.9
,,9.5
,,6.39
,,2.1
,,10.22
,,6.8
,,38.5
,,2.15
,,1.6
,,16.5
,,13.0
,,2.19
,,4.78
,,6.5
,,2.3
,,1.65
,,28.0
,,5.4
,,55.0
,,1.99
,,30.0
,,4.0
,,1.88
,,25.0
,,2.09
,,2.01
,,2.09
,,5.37
,,10.0
,,175.0
,,1.79
,,9.8
,,1.99
,,8.8
,,7.0
,,1.55
,,5.7
,,2.27
,,7.06
,,3.78
,,2.55
,,1.98
,,8.48
,,1.89
,,3.62
,,2.35
,,1.4
,,7.4
,,5.9
,,2.28
,,4.55
,,2.7
,,1.2
,,1.3
,,6.8
,,1.63
,,5.2
,,15.25
,,4.58
,,1.16
,,1.29
,,1.5
,,4.79
,,7.2
,,6.5
,,4.4
,,5.85
,,8.0
,,5.6
,,6.36
,,6.89
,,2.5
,,6.2
,,1.3
,,3.53
,,6.09
,,1.77
,,12.49
,,8.0
,,2.4
,,3.36
,,1.54
,,3.88
,,7.06
,,1.1
,,2.58
,,4.05
,,1.99
,,28.75
,,2.78
,,3.88
,,1.15
,,5.15
,,3.47
,,2.0
,,2.68
,,2.72
,,2.79
,,2.0
,,4.6
,,8.67
,,4.69
,,7.5
,,3.9
,,1.7
,,3.49
,,6.4
,,3.2
,,6.82
,,12.0
,,6.7
,,12.58
,,6.23
,,10.57
,,11.2
,,8.85
,,3.6
,,2.53
,,5.58
,,4.3
,,10.5
,,7.7
,,8.9
,,3.19
,,9.49
,,4.5
,,10.85
,,2.2
,,1.59
,,2.2
,,3.69
,,3.89
,,2.39
,,1.59
,,1.19
,,2.99
,,3.55
,,1.59
,,2.39
,,7.1
,,1.19
,,2.0
,,5.75
,,13.0
,,14.75
,,14.75
,,2.99
,,2.99
,,2.39
,,1.19
,,6.0
,,1.59
,,2.99
,,3.1
,,1.59
,,4.84
,,6.0
,,3.93
,,4.29
,,1.89
,,4.9
,,5.29
,,2.57
,,6.78
,,5.9
,,10.48
,,3.59
,,9.39
,,10.84
,,4.15
,,4.5
,,3.85
,,7.8
,,15.7
,,5.8
,,4.8
,,4.85
,,3.97
,,8.6
,,3.5
,,12.55
,,3.28
,,1.8
,,6.3
,,8.2
,,6.5
,,12.16
,,10.99
,,6.66
,,16.8
,,12.88
,,98.0
,,3.39
,,8.0
,,9.0
,,4.6
,,8.0
,,3.8
,,2.85
,,100.0
,,2.5
,,8.58
,,8.58
,,2.8
,,2.1
,,3.3
,,12.0
,,98.0
,,2.65
,,15.8
,,18.8
,,4.57
,,17.3
,,5.88
,,5.88
,,8.88
,,5.8
,,12.8
,,15.0
,,18.8
,,4.8
,,3.99
,,6.0
,,3.98
,,9.09
,,2.18
,,1.98
,,5.09
,,3.85
,,0.8
,,2.22
,,5.7
,,15.8
,,3.8
,,3.47
,,12.5
,,1.35
,,2.58
,,6.8
,,6.8
,,2.44
,,7.06
,,4.79
,,1.45
,,12.88
,,2.6
,,6.2
,,15.5
,,16.0
,,6.2
,,7.9
,,2.95
,,12.93
,,9.18
,,1.2
,,2.15
,,1.8
,,14.0
,,2.42
,,1.75
,,3.76
,,1.42
,,2.0
,,14.0
,,19.0
,,6.72
,,1.4
,,1.52
,,5.4
,,5.58
,,7.5
,,2.9
,,0.99
,,1.64
,,3.9
,,8.3
,,7.5
,,5.4
,,3.71
,,3.49
,,1.75
,,2.89
,,4.5
,,2.75
,,11.85
,,2.25
,,11.25
,,6.0
,,24.0
,,1.6
,,2.2
,,10.11
,,2.0
,,1.6
,,8.27
,,1.8
,,2.2
,,7.0
,,10.0
,,9.85
,,10.21
,,0.7
,,1.9
,,6.0
,,2.4
,,1.4
,,2.2
,,2.37
,,5.42
,,1.99
,,10.43
,,11.21
,,3.12
,,3.89
,,22.9
,,4.8
,,7.3
,,6.8
,,4.39
,,7.8
,,2.9
,,3.1
,,2.7
,,2.6
,,4.7
,,2.2
,,9.3
,,9.59
,,3.15
,,6.4
,,10.46
,,4.19
,,8.95
,,12.93
,,6.69
,,3.05
,,3.64
,,9.12
,,4.33
,,11.0
,,4.21
,,9.8
,,2.99
,,1.23
,,4.8
,,4.5
,,3.15
,,32.0
,,4.0
,,2.17
,,2.4
,,11.8
,,6.99
,,13.8
,,1.56
,,4.7
,,11.5
,,4.86
,,8.58
,,3.9
,,7.13
,,8.65
,,7.91
,,11.15
,,11.57
,,1.15
,,6.2
,,3.2
,,3.6
,,3.09
,,4.8
,,2.7
,,7.49
,,8.9
,,5.2
,,2.69
,,4.3
,,3.88
,,1.1
,,0.9
,,1.65
,,6.25
,,5.5
,,6.8
,,7.06
,,1.0
,,10.57
,,3.05
,,8.26
,,2.38
,,8.9
,,3.7
,,6.0
,,4.37
,,5.7
,,7.91
,,9.895
,,8.5
,,7.69
,,6.45
,,11.2
,,10.5
,,7.4
,,4.95
,,7.99
,,5.02
,,1.45
,,2.15
,,90.0
,,3.89
,,1.8
,,5.0
,,3.2
,,1.39
,,3.79
,,3.98
,,6.07
,,3.99
,,3.29
,,8.0
,,6.9
,,5.33
,,2.2
,,3.5
,,12.02
,,3.15
,,2.0
,,1.93
,,69.0
,,5.14
,,6.4
,,3.99
,,8.3
,,3.38
,,4.99
,,2.79
,,8.48
,,9.15
,,4.2
,,8.99
,,5.5
,,3.64
,,8.5
,,5.98
,,1.8
,,5.0
,,3.12
,,3.95
,,1.97
,,21.8
,,5.44
,,14.0
,,2.2
,,4.58
,,2.9
,,4.86
,,3.54
,,2.96
,,13.22
,,5.8
,,5.27
,,7.63
,,88.0
,,6.6
,,9.59
,,6.47
,,3.45
,,3.52
,,13.96
,,6.12
,,24.68
,,6.99
,,11.0
,,1.4
,,5.6
,,4.325
,,3.39
,,5.6
,,3.55
,,5.4
,,2.4
,,12.36
,,5.94
,,7.15
,,4.8
,,7.64
,,3.7
,,5.35
,,16.5
,,5.3
,,8.36
,,13.2
,,7.45
,,9.99
,,13.97
,,4.69
,,10.8
,,1.13
,,6.1
,,7.47
,,10.5
,,4.99
,,4.64
,,6.79
,,2.65
,,12.99
,,5.99
,,13.99
,,3.15
,,8.2
,,2.39
,,4.1
,,2.285
,,8.2
,,7.98
,,11.9
,,5.35
,,11.9
,,7.14
,,7.4
,,5.28
,,9.9
,,7.68
,,11.5
,,11.61
,,2.73
,,3.52
,,7.5
,,2.6
,,4.7
,,9.89
,,4.8
,,8.9
,,7.515
,,18.1
,,11.0
,,28.5
,,5.39
,,3.99
,,3.46
,,5.8
,,13.0
,,2.93
,,10.5
,,8.9
,,1.85
,,2.5
,,9.8
,,3.8
,,5.94
,,4.9
,,12.02
,,2.38
,,9.88
,,7.5
,,6.7
,,68.8
,,3.0
,,7.21
,,2.49
,,6.9
,,6.9
,,8.9
,,13.0
,,8.9
,,28.77
,,10.5
,,2.6
,,2.6
,,10.5
,,2.6
,,2.6
,,14.1
,,0.98
,,3.9
,,2.6
,,2.6
,,2.6
,,2.6
,,2.6
,,5.45
,,2.6
,,138.0
,,1.3
,,12.38
,,3.8
,,4.76
,,6.8
,,7.46
,,4.7
,,55.0
,,7.0
,,7.15
,,7.15
,,4.7
,,9.1
,,14.3
,,4.99
,,17.99
,,3.5
,,4.69
,,8.9
,,3.65
,,5.16
,,12.99
,,11.25
,,2.24
,,6.4
,,5.5
,,2.54
,,6.15
,,12.2
,,2.88
,,2.7
,,9.65
,,4.2
,,25.89
,,6.6
,,20.3
,,7.005
,,9.0
,,11.58
,,3.2
,,2.2
,,12.9
,,5.55
,,4.42
,,6.82
,,2.65
,,7.1
,,19.88
,,2.36
,,8.99
,,2.3
,,4.6
,,6.0
,,14.0
,,8.09
,,4.5
,,4.9
,,6.3
,,12.88
,,1.87
,,2.83
,,1.48
,,3.99
,,1.96
,,1.95
,,2.71
,,1.2
,,3.91
,,1.75
,,2.1
,,3.6
,,1.72
,,6.8
,,3.9
,,3.58
,,2.1
,,4.29
,,3.0
,,8.0
,,1.8
,,6.5
,,3.7
,,6.0
,,3.9
,,1.75
,,3.5
,,25.4
,,1.63
,,11.7
,,1.15
,,4.63
,,5.29
,,1.5
,,5.59
,,3.9
,,3.4
,,4.0
,,4.9
,,6.9
,,17.88
,,12.93
,,4.38
,,7.62
,,1.88
,,7.0
,,4.12
,,5.8
,,7.1
,,2.98
,,3.55
,,8.72
,,1.23
,,12.37
,,1.6
,,2.39
,,2.58
,,12.88
,,1.85
,,2.13
,,2.3
,,1.9
,,6.7
,,2.0
,,4.0
,,5.4
,,3.6
,,3.24
,,6.8
,,4.9
,,4.49
,,4.29
,,3.17
,,8.5
,,4.6
,,3.69
,,3.99
,,2.5
,,7.8
,,2.75
,,6.2
,,7.0
,,2.0
,,5.0
,,2.36
,,2.1
,,5.0
,,1.99
,,1.0
,,6.0
,,8.05
,,4.58
,,11.7
,,2.79
,,1.1
,,4.92
,,1.3
,,2.82
,,3.0
,,4.35
,,2.6
,,1.98
,,4.75
,,25.0
,,2.06
,,3.85
,,1.37
,,22.0
,,2.12
,,3.59
,,12.99
,,2.79
,,7.13
,,1.3
,,5.55
,,9.58
,,1.3
,,4.98
,,1.5
,,2.65
,,1.25
,,6.4
,,3.3
,,4.55
,,18.0
,,3.56
,,1.65
,,2.99
,,5.49
,,12.5
,,5.36
,,4.0
,,2.89
,,6.7
,,2.7
,,3.6
,,2.82
,,0.95
,,5.99
,,2.02
,,8.03
,,1.85
,,8.03
,,2.96
,,6.45
,,3.83
,,3.0
,,1.25
,,2.99
,,4.5
,,2.68
,,4.62
,,28.0
,,8.49
,,14.0
,,5.83
,,6.0
,,8.0
,,17.88
,,2.47
,,5.55
,,5.0
,,11.24
,,1.05
,,2.98
,,5.99
,,11.77
,,5.0
,,9.5
,,2.14
,,3.25
,,5.17
,,50.0
,,2.7
,,7.99
,,4.58
,,9.8
,,16.0
,,5.5
,,3.9
,,5.65
,,6.0
,,3.6
,,4.58
,,4.48
,,4.95
,,9.0
,,4.65
,,7.95
,,4.35
,,6.5
,,8.05
,,8.0
,,10.8
,,2.4
,,4.35
,,1.32
,,6.67
,,13.925
,,4.0
,,2.43
,,4.6
,,6.99
,,5.0
,,3.1
,,3.6
,,3.75
,,3.65
,,4.39
,,4.65
,,3.1
,,5.93
,,2.57
,,2.64
,,2.4
,,4.2
,,5.04
,,1.85
,,1.9
,,5.85
,,2.93
,,6.99
,,4.5
,,2.79
,,11.21
,,3.55
,,2.29
,,2.98
,,5.855
,,5.4
,,2.61
,,1.48
,,110.0
,,20.0
,,3.55
,,1.53
,,2.36
,,4.49
,,9.0
,,10.1
,,2.85
,,5.0
,,3.0
,,3.5
,,10.68
,,4.75
,,3.7
,,6.23
,,5.7
,,2.5
,,3.65
,,5.0
,,2.0
,,3.34
,,2.03
,,2.72
,,3.43
,,48.0
,,2.93
,,4.49
,,2.3
,,3.4
,,3.4
,,4.5
,,5.0
,,9.99
,,5.0
,,2.8
,,2.1
,,5.0
,,2.7
,,3.4
,,3.96
,,6.67
,,3.96
,,1.29
,,5.99
,,13.45
,,4.99
,,1.65
,,2.56
,,2.25
,,3.1
,,1.99
,,3.1
,,7.5
,,4.07
,,4.3
,,7.5
,,5.85
,,5.85
,,68.0
,,105.0
,,160.0
,,3.99
,,2.75
,,150.0
,,6.9
,,7.4
,,3.99
,,3.99
,,2.45
,,5.5
,,4.19
,,3.69
,,8.05
,,7.9
,,5.99
,,12.14
,,2.85
,,5.99
,,8.05
,,5.99
,,6.45
,,8.5
,,3.0
,,8.05
,,8.47
,,8.9
,,2.4
,,3.8
,,6.88
,,8.5
,,8.7
,,14.28
,,4.9
,,3.69
,,11.49
,,2.1
,,10.3
,,1.9
,,11.0
,,9.29
,,3.2
,,2.6
,,3.95
,,14.0
,,7.17
,,6.7
,,2.06
,,4.69
,,5.0
,,9.42
,,5.22
,,4.58
,,6.0
,,5.36
,,2.51
,,4.15
,,2.4
,,1.65
,,2.5
,,4.55
,,5.0
,,2.99
,,2.95
,,4.69
,,2.1
,,3.99
,,7.1
,,6.2
,,7.5
,,12.0
,,13.5
,,1.88
,,5.22
,,7.45
,,2.51
,,4.3
,,6.2
,,28.3
,,8.77
,,3.15
,,8.5
,,2.47
,,9.27
,,7.32
,,3.99
,,4.9
,,8.89
,,1.5
,,9.95
,,4.0
,,5.68
,,6.2
,,2.79
,,6.3
,,5.22
,,1.16
,,2.17
,,10.9
,,9.95
,,3.4
,,9.14
,,5.83
,,5.3
,,9.23
,,11.69
,,13.95
,,9.71
,,11.0
,,81.75
,,12.38
,,28.0
,,4.15
,,8.2
,,5.65
,,7.85
,,1.6
,,1.7
,,2.99
,,4.09
,,2.56
,,1.56
,,1.88
,,1.99
,,4.29
,,4.63
,,4.95
,,2.86
,,1.5
,,6.38
,,2.18
,,7.85
,,5.15
,,1.62
,,1.45
,,8.0
,,11.9
,,2.91
,,7.89
,,2.69
,,3.99
,,15.98
,,9.03
,,8.4
,,15.0
,,4.1
,,1.98
,,6.84
,,2.61
,,6.7
,,8.8
,,6.45
,,9.29
,,7.5
,,2.15
,,4.9
,,7.5
,,4.5
,,4.9
,,4.95
,,4.5
,,5.99
,,16.0
,,3.15
,,2.86
,,2.88
,,18.99
,,2.95
,,2.7
,,3.99
,,1.89
,,2.5
,,7.2
,,7.24
,,5.43
,,1.8
,,2.5
,,4.75
,,2.95
,,3.03
,,4.99
,,7.73
,,4.5
,,2.6
,,3.8
,,2.2
,,25.0
,,11.27
,,6.59
,,2.4
,,9.0
,,4.99
,,3.4
,,4.99
,,4.2
,,1.66
,,3.95
,,5.39
,,8.29
,,8.89
,,2.16
,,2.8
,,3.19
,,10.68
,,10.68
,,3.0
,,6.67
,,12.0
,,8.79
,,8.79
,,1.95
,,5.99
,,9.59
,,7.6
,,2.3
,,10.68
,,2.2
,,6.39
,,6.7
,,6.7
,,3.6
,,4.3
,,3.7
,,4.1
,,3.99
,,6.85
,,5.79
,,4.67
,,6.8
,,8.1
,,6.94
,,5.5
,,2.86
,,3.15
,,5.5
,,5.0
,,4.15
,,7.1
,,7.3
,,4.5
,,2.9
,,2.5
,,9.5
,,7.65
,,3.89
,,1.82
,,6.24
,,11.0
,,2.5
,,2.5
,,2.79
,,7.0
,,11.0
,,4.99
,,2.95
,,3.2
,,3.0
,,7.89
,,6.7
,,15.3
,,1.35
,,5.5
,,1.34
,,1.88
,,2.61
,,5.67
,,10.39
,,1.05
,,2.89
,,17.55
,,10.3
,,3.4
,,6.64
,,1.2
,,4.89
,,4.29
,,2.1
,,11.9
,,4.89
,,6.0
,,1.805
,,1.47
,,5.3
,,6.95
,,1.9
,,3.69
,,5.9
,,7.15
,,1.29
,,4.29
,,2.5
,,1.05
,,1.4
,,11.38
,,11.38
,,3.24
,,3.06
,,1.45
,,10.56
,,9.04
,,10.56
,,5.0
,,2.7
,,10.99
,,2.09
,,2.8
,,1.64
,,2.86
,,2.6
,,6.0
,,1.6
,,2.2
,,13.29
,,3.55
,,2.59
,,1.85
,,1.96
,,5.5
,,2.99
,,3.2
,,6.56
,,1.85
,,15.0
,,8.0
,,6.0
,,4.8
,,9.95
,,3.0
,,3.3
,,15.0
,,4.7
,,2.56
,,17.19
,,1.5
,,4.92
,,4.2
,,1.89
,,12.1
,,6.55
,,2.4
,,2.95
,,4.8
,,3.89
,,10.35
,,13.05
,,11.41
,,3.39
,,4.5
,,2.4
,,6.21
,,11.5
,,2.07
,,8.9
,,4.65
,,4.43
,,11.0
,,8.57
,,3.5
,,5.24
,,7.53
,,8.05
,,24.0
,,11.8
,,7.1
,,13.38
,,11.0
,,2.5
,,14.88
,,8.05
,,9.895
,,10.0
,,7.99
,,1.99
,,4.65
,,22.0
,,12.0
,,12.8
,,60.0
,,5.29
,,5.6
,,3.15
,,22.0
,,4.78
,,12.99
,,5.78
,,11.98
,,5.68
,,7.39
,,6.58
,,4.65
,,12.8
,,13.0
,,5.09
,,27.0
,,6.9
,,6.9
,,5.0
,,6.0
,,3.19
,,19.9
,,2.5
,,8.3
,,5.2
,,13.0
,,6.28
,,3.35
,,8.7
,,5.0
,,13.96
,,10.85
,,11.98
,,22.0
,,7.0
,,14.88
,,7.1
,,6.55
,,42.0
,,18.88
,,2.77
,,7.85
,,5.8
,,7.8
,,11.8
,,10.6
,,4.19
,,2.58
,,10.59
,,4.28
,,8.13
,,2.89
,,6.59
,,5.99
,,6.72
,,7.35
,,4.0
,,7.1
,,25.4
,,12.88
,,9.99
,,1.52
,,12.75
,,8.82
,,1.4
,,1.4
,,7.9
,,9.39
,,4.7
,,8.9
,,7.5
,,8.5
,,14.49
,,1.5
,,3.79
,,6.99
,,6.2
,,7.99
,,11.72
,,11.6
,,7.0
,,7.8
,,12.38
,,1.3
,,25.57
,,12.7
,,6.8
,,14.5
,,5.4
,,7.6
,,12.75
,,2.3
,,12.88
,,20.0
,,13.49
,,0.65
,,1.97
,,7.75
,,2.39
,,13.79
,,2.0
,,13.79
,,17.0
,,2.0
,,1.59
,,16.8
,,1.7
,,2.12
,,1.59
,,7.91
,,2.0
,,15.0
,,9.53
,,15.0
,,6.59
,,3.68
,,1.59
,,10.21
,,5.2
,,4.7
,,8.75
,,13.4
,,3.9
,,3.69
,,8.0
,,1.52
,,5.22
,,3.6
,,1.89
,,8.2
,,5.0
,,6.98
,,4.79
,,6.5
,,5.5
,,6.2
,,9.7
,,6.0
,,9.68
,,8.0
,,14.5
,,4.9
,,6.3
,,2.8
,,4.99
,,2.5
,,6.3
,,5.4
,,13.5
,,7.82
,,4.5
,,6.9
,,8.17
,,4.99
,,8.08
,,6.5
,,2.29
,,5.99
,,2.0
,,13.45
,,3.7
,,6.9
,,18.79
,,4.36
,,5.72
,,4.7
,,1.35
,,5.78
,,4.9
,,81.75
,,4.2
,,1.99
,,11.8
,,1.72
,,5.3
,,8.0
,,4.78
,,11.5
,,12.9
,,17.8
,,3.15
,,3.91
,,4.12
,,11.5
,,8.43
,,6.3
,,6.5
,,7.68
,,4.35
,,7.47
,,8.3
,,4.55
,,6.22
,,3.3
,,8.41
,,7.41
,,4.9
,,6.49
,,6.8
,,2.48
,,5.29
,,2.93
,,5.18
,,9.15
,,10.78
,,2.1
,,9.8
,,3.34
,,2.27
,,10.85
,,3.99
,,1.9
,,6.14
,,9.58
,,8.31
,,13.5
,,3.15
,,7.26
,,10.39
,,3.55
,,7.5
,,12.8
,,9.24
,,69.0
,,4.325
,,7.3
,,4.55
,,11.62
,,4.0
,,9.5
,,3.19
,,7.99
,,3.8
,,2.48
,,9.0
,,8.09
,,3.64
,,3.35
,,10.0
,,5.7
,,5.45
,,4.09
,,9.7
,,9.5
,,3.6
,,7.94
,,11.49
,,8.28
,,3.99
,,1.99
,,4.33
,,7.8
,,8.05
,,2.09
,,1.54
,,3.3
,,32.0
,,7.8
,,4.6
,,6.29
,,3.7
,,6.19
,,3.55
,,6.98
,,10.99
,,1.18
,,12.49
,,12.49
,,16.8
,,38.0
,,6.39
,,1.15
,,3.9
,,4.5
,,4.98
,,1.78
,,6.3
,,1.35
,,4.9
,,4.2
,,11.65
,,5.5
,,1.56
,,0.99
,,1.3
,,4.8
,,4.75
,,5.5
,,3.34
,,8.2
,,5.0
,,7.57
,,4.15
,,4.21
,,2.79
,,4.79
,,8.16
,,8.04
,,6.99
,,10.99
,,2.35
,,7.06
,,2.66
,,11.99
,,7.6
,,9.5
